blind_id,model_id,precision,item_id,mode,row_sha256,source_book,task,gemini_label,glm_label,gemini_reason,glm_reason,glm_review_reason,gemini_reasoning_support,glm_reasoning_support,both_gradable,same_label
B02014,Qwen/Qwen3.8-27B,BF16,clinical_astra_b06_018,with_rag,42b8ad0a21dac2fccb3e3732d250d453c898810b17a5111809b2e5ecd9fea0b5,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,suspected_diagnosis,correct,correct,The response accurately identifies Non-24-Hour Sleep-Wake Rhythm Disorder based on the daily progressive phase drift indicated by the PAP timing.,"The response directly identifies Non-24-Hour Sleep-Wake Rhythm Disorder, matching the reference and both evidence units (progressive ~45 min/day drift, free-running rhythm), and correctly distinguishes it from DSWPD.","The primary diagnosis is correct and well supported; the cited passage quote cannot be verified and the claim that low AHI 'confirms' apnea is not the cause slightly overstates, but these do not affect the answer.",supported,minor_unsupported,True,True
B02015,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b05_005,no_rag,004ab03e85f4e7b8bdc07c1d1cfcd3f7c999201aa8e7f0f6ac0b6b6b8fbf18e9,Sleep Medicine Pearls (Pearls Series).pdf,diagnostic_evaluation,correct,correct,The response correctly identifies PHOX2B as the central gene to test for suspected congenital central hypoventilation syndrome.,"The response directly answers PHOX2B, matching the reference and acceptable answers, with an accurate explanation consistent with CCHS physiology.",No ambiguity or unsafe content; the answer and explanation align with the reference.,supported,supported,True,True
B02016,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b03_013,no_rag,38e6c3bfcf33b540e16f2e5aca870c788524ac36a488cdb14eade6900eccf30a,Common Pitfalls in Sleep Medicine.pdf,diagnosis,incorrect,invalid_judge_output,"The response identifies sleepwalking (somnambulism) instead of REM sleep behavior disorder (RBD), which is materially incorrect.",,,material_unsupported,not_assessable,False,False
B02017,meta-llama/Llama-3.2-1B-Instruct,NF4,clinical_astra_b06_016,with_rag,f0d0ec44c1b6d7eaf25ff1234f483000946742969314a075603f1fd1f0afce85,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,clinical_interpretation,incorrect,incorrect,"The response incorrectly identifies the emotion-triggered weakness as sleep apnea-related weakness rather than cataplexy, directly contradicting standard clinical knowledge and the reference.","The reference and accepted answer identify emotion-triggered weakness with documented narcolepsy and supportive MSLT as cataplexy, but the response asserts instead a sleep apnea-related weakness, directly contradicting the key. Its reasoning is internally contradictory and fabricates guideline claims.",The contradiction with the reference is clear and resolvable; no ambiguity requires review.,material_unsupported,material_unsupported,True,True
B02018,XHToken/Spark-X2.5-4B,NF4,clinical_astra_b06_013,with_rag,f381da1ebb8d2c8d9e89a99e451fc2f3c8a102853f9ef807e080282bdd554183,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,incorrect,partial,The response invents non-standard diagnoses ('free-falling' or 'non-peak' sleep-wake disorder) rather than identifying non-24-hour sleep-wake rhythm disorder.,"The response identifies a circadian rhythm disorder with a free-running cycle but uses nonstandard invented terminology ('free-falling / non-peak sleep-wake disorder') rather than the reference diagnosis, non-24-hour sleep-wake rhythm disorder, so the essential answer is only partly conveyed.","The intended diagnosis is inferable from the reasoning, but the nonstandard disorder naming warrants a partial rather than correct score; no safety concern.",material_unsupported,supported,True,False
B02019,google/gemma-4-12B-it,NF4,clinical_astra_b05_016,with_rag,af95bd9b1e41534739201c07edafe852c3bc042553c9884220e2aaff4a7ecfff,Sleep Medicine Pearls (Pearls Series).pdf,clinical_interpretation,correct,correct,The response accurately identifies the mechanism as maladaptive/conditioned sleep-onset associations involving dependence on parental presence and back rubbing.,"The response correctly identifies maladaptive/conditioned sleep-onset associations, matching the reference's caregiver-mediated sleep-onset association mechanism. It appropriately explains that conditions at sleep onset must be recreated after awakenings.","Core answer is correct; the only concern is minor attribution to unspecified provided text and speculative etiology, which is a general explanation rather than an invented patient fact.",supported,supported,True,True
B02020,google/gemma-3-12b-it,BF16,clinical_astra_b02_002,with_rag,cb3dbda1a7e49dad5bc478c49a47c8927b8ce5bcbe9f2c7f88e97b059d60f94d,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,correct,correct,"The response correctly identifies the movements as limb movements associated with/related to respiratory events, matching the reference standard concept (respiratory-related leg movements).","The response identifies the movements as leg movements temporally linked to respiratory events, a semantically equivalent paraphrase of 'respiratory-related leg movements,' and does not assert an independent PLMD diagnosis.","No unsafe, contradictory, or unresolvable elements identified.",supported,supported,True,True
B02021,google/gemma-3-12b-it,NF4,clinical_astra_b01_006,with_rag,126f6f23d02563c8d671c0d67e64741042dd86d78ae9e5006c1df549bcd1d615,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,incorrect,incorrect,The response incorrectly identifies the severity as moderate instead of mild; an AHI of 7.4 falls into the mild OSA category (5 to <15).,"An AHI of 7.4/hour is in the mild OSA range (5-15), but the response asserts moderate severity, contradicting the reference.","The correct diagnosis (OSA) is present but the severity is materially wrong, making it incorrect rather than ungradable.",material_unsupported,supported,True,True
B02022,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b01_011,with_rag,2e84dbc203bf6bc17935d0a56a1bc60ca58116b7259a0769dfb4cb60dfcc8bc7,A Clinical Casebook of Sleep Disorders in Women.pdf,clinical_interpretation,incorrect,incorrect,"The response incorrectly identifies the therapy as a mandibular advancement appliance combined with a CPAP device, contradicting the case details and the correct therapy (hypoglossal nerve stimulation).","The response names a mandibular advancement appliance plus CPAP, directly contradicting the reference answer of hypoglossal nerve stimulation, and its explanation is internally contradictory (states MVA was not suitable, then asserts it was selected).",The reference and question are clear; the response simply contradicts them.,material_unsupported,not_assessable,True,True
B02023,meta-llama/Llama-3.2-1B-Instruct,NF4,clinical_astra_b02_005,with_rag,d9a14777dc5ad771b4f776524248cf520236ab78b5ce5c8ef0538464b36aee30,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,incorrect,incorrect,"The response incorrectly identifies the finding as periodic limb movements (PLM) index instead of excessive fragmentary myoclonus, and hallucinates metrics not provided in the vignette.","The response asserts periodic limb movement index/PLMD, contradicting the reference finding of excessive fragmentary myoclonus, which matches the very short (<150 ms) frequent bursts described.","The reference clearly supports excessive fragmentary myoclonus; the response is simply incorrect, not ungradable.",material_unsupported,material_unsupported,True,True
B02024,Qwen/Qwen3.8-27B,BF16,clinical_astra_b03_002,no_rag,0a44d9d14d942eea897b822591f42bd972ca7fe488798b6f10082bd5caaa8a0e,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response accurately identifies Narcolepsy Type 1, matching the candidate reference and acceptable answers.","The response directly answers Narcolepsy Type 1 and correctly integrates cataplexy, short MSLT latency, and multiple SOREMPs with reference qualifiers.",,supported,supported,True,True
B02026,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b05_004,with_rag,9e423637f4f0d27f032849589c48cd559d4b62ea9959928407aae2a0b7fba588,Sleep Medicine Pearls (Pearls Series).pdf,clinical_interpretation,correct,correct,The response accurately identifies opioids as the medication class responsible for this sleep-related breathing pattern.,"Response identifies opioids as the class to seek, matching the reference; explanation restates findings and adds only generally cited dose context, not patient-specific facts.",The dose-specific detail is a general literature claim rather than an invented patient fact and does not alter the primary answer.,supported,supported,True,True
B02027,Qwen/Qwen3.8-27B,BF16,clinical_astra_b01_007,no_rag,a90446225b82712157ac70fe39c9d7e4be09b2c811c29033f43028e43668985d,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response accurately identifies idiopathic hypersomnia as the most likely diagnosis, matching the reference standard.","Response directly answers idiopathic hypersomnia and matches the reference's key qualifiers (long unrefreshing sleep, absent SOREMPs, sleep inertia).",,supported,supported,True,True
B02028,gpt-5.5-2026-04-23,API,clinical_astra_b03_010,with_rag,6c3c45ce89927ce45831ab751736f81eaa7df4bd2f21a3535a6a795ab549fa6b,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response accurately identifies Restless legs syndrome (Willis-Ekbom disease), which matches the reference standard.","The response directly identifies RLS/Willis-Ekbom disease and correctly notes that treatment failure does not refute the diagnosis given the characteristic symptom pattern, matching the reference rationale.",No ambiguity or safety concern; answer aligns with reference.,supported,supported,True,True
B02029,microsoft/phi-4,NF4,clinical_astra_b05_012,no_rag,24669dba8f55a41d81940e53b2e4d738298471385039fa3804b994d8025a560c,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,incorrect,incorrect,"The response incorrectly identifies the disorder as Myasthenia Gravis instead of Myotonic Dystrophy, which is the condition characterized by grip myotonia, forearm wasting, thin face, and frontal balding.","The response asserts Myasthenia Gravis, but delayed grip release (myotonia), distal wasting, and the characteristic facies indicate myotonic dystrophy per the reference; MG does not cause difficulty releasing grip or myotonia.","The correct answer (myotonic dystrophy) is clearly established by the reference and classic clinical features; the response is simply wrong, not ambiguous.",material_unsupported,material_unsupported,True,True
B02030,gpt-5.5-2026-04-23,API,clinical_astra_b01_019,with_rag,f526a4f89725308e324bd0fe2df16d4212abdd2c5d42b6543ba0d5767ec3cd45,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnostic_evaluation,correct,correct,The response accurately identifies both paired recording methods: a sleep diary (log) and wrist actigraphy.,Response matches the reference answer (sleep diary plus actigraphy) and appropriately frames the recording need without asserting an invented diagnosis.,"Answer aligns with the candidate reference and the explanation is a supported general interpretation, not an asserted case finding.",supported,supported,True,True
B02031,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b01_004,with_rag,975a4d9a4cda508aa44d27d14f5aac5ba7a551140b06cea4f7cbb2cb37435a5b,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,incorrect,invalid_judge_output,The response identifies nocturnal urinary tract pathology/UTIs rather than postpartum sleep deprivation and sleep fragmentation caused by infant care.,,,material_unsupported,not_assessable,False,False
B02032,microsoft/phi-4,NF4,clinical_astra_b03_002,with_rag,738bdef677fb7bbcdc518515530eb103cb32f757bdcfe4c2ab981e31c33db701,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response accurately identifies Narcolepsy Type 1 (NT1), which matches the reference diagnosis and integrates all case findings.","Response states narcolepsy type 1 and correctly maps cataplexy, sleep paralysis, hypnagogic hallucinations, and MSLT findings to NT1, matching the reference.",,supported,supported,True,True
B02033,gemini-3.8-flash,API,clinical_astra_b05_013,no_rag,6576ae042940829d0d8c5a6bd2f8d5993189054cbf42dd0d2ed62dba60fee7d4,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,correct,"The response accurately identifies NREM disorders of arousal, specifically naming sleep terrors and confusional arousals as requested.","Response correctly identifies NREM disorders of arousal encompassing sleep terrors and confusional arousals, matching the reference and qualifiers (first-third timing, childhood sleepwalking, unresponsiveness).",Answer aligns with reference with no unresolved ambiguity or unsafe content.,supported,supported,True,True
